1,"Cloudera changes the game in cloud-based data warehouses with Cloudera Altus Analytic DB (beta)



Announces first data warehouse cloud service to bring the warehouse to the data to deliver instant self-service BI and SQL analytics","Cloudera, Inc., (NYSE: CLDR), the modern platform for machine learning and analytics, optimized for the cloud, announced the upcoming beta release of Cloudera Altus Analytic DB. Cloudera Altus Analytic DB is the first data warehouse cloud service that brings the warehouse to the data through a unique cloud-scale architecture that eliminates complex and costly data movement. Built on the Cloudera Altus Platform-as-a-Service (PaaS) foundation, Altus Analytic DB delivers instant self-service BI and SQL analytics to anyone, easily, reliably, and securely. Furthermore, by leveraging the Shared Data Experience (SDX), the same data and catalog is accessible for analysts, data scientists, data engineers, and others using the tools they prefer – SQL, Python, R - all without any data movement. https://search.proquest.com/business

< Top >

Redis Labs Announces Active-Active Geo Distribution

Sophisticated Conflict-Free Replicated Data Types provide simplified development and consistent globally distributed data sets"
1,"Omnicell Showcases Comprehensive Solutions Portfolio at Annual ASHP Midyear Meeting



Customizable Platform of Hardware Automation, Workflow Software and Real-Time Analytics Transforms Patient-Centered Care Across All Care Settings","Omnicell, Inc. (NASDAQ: OMCL), a leading provider of medication and supply management solutions and adherence tools for healthcare systems and pharmacies, announced the Company will be showcasing the industry's most comprehensive and customizable platform of medication management automation solutions to optimize patient care from hospital to home at this year's American Society of Health-System Pharmacists 2017 Midyear Meeting, to be held in Orlando, FL from December 3-7. https://search.proquest.com/business

< Top >

Hireology Releases New Sourcing Tools for Employers to Track ROI and Drive Quality Applicants

Sourcing Insight Shows Which Sources are Most Effective; Applicant Engine Delivers Top Talent"
1,Siemens and Software AG team up for IoT,"Europes largest industrial manufacturing company, Siemens, has teamed up with one of the worlds largest software companies, Software AG, to address the IoT market by integrating Siemens IoT operating system, MindSphere, with Software AGs Digital Business Platform. https://search.proquest.com/business"
1,Information Builders Helps Companies Leverage Blockchain's Potential With Launch of iWay 8,"NEW YORK and SANTA CLARA, Calif., Nov. 29, 2017 /PRNewswire/ -- Today, at Blockchain Expo North America, Information Builders, a leader in business intelligence (BI), analytics, and data management solutions, announced the launch of iWay 8, its suite of solutions for data application creation and business-to-business (B2B) integration. The latest version enhances usability, facilitates IoT data for big data insights, and offers integrated support for permissioned blockchain applications, enabling companies to speed up implementations and capitalize on the technology's potential. 

The launch of iWay 8 includes a new version of iWay Service Manager (iSM), which provides support for permissioned blockchain applications, enabling organizations to efficiently realize the benefits of blockchain. The technology lays the foundation for a quickly deployable, easily maintainable, service- and event-oriented blockchain architecture, as well as a mechanism to make configuration more intuitive. iSM can acquire messages from external entities, existing applications, or other sources, process them and share the results into another application through Information Builders' blockchain integration. Unique blockchain benefits include:

Reduced development time and cost by incorporating iSM into the blockchain workflow Integration with peers on the network and the ability to transfer posts and queries between peers and iSM Enhanced workflow process visibility with real-time exchange of events and documents 

In addition, when coupled with Information Builders' WebFOCUS BI and analytics platform, iWay simplifies and accelerates the integration of enterprise blockchain applications, allowing companies to act on information more effectively. 

Along with blockchain support, iWay 8 offers new functionality for integrating IoT and big data and making this information available for consumption and analytics. With data management technology that natively ingests, cleanses, unifies, and integrates big data from IoT, the solutions ensure high-quality data that users can quickly act on to drive the business forward. Additional features of iWay 8 include: 

Intuitive Design Time: A modern and user-friendly design time environment that expedites development and enhances usability Collaborative Team Development: Multiple team members can collaborate on application development, regardless of physical location, while ensuring the integrity and control of the artifacts Microservices: iWay provides all the capabilities companies need to support a microservices architecture, enabling them to reduce costs and increase agility

Gerald Cohen, president and CEO, Information Builders, said:  

""iWay 8 provides the functionality organizations need to make large amounts of information available for consumption and analytics – a critical capability given the growing volume of data generated on a daily basis. Its modern, user-friendly design time environment and collaboration features empower users to be more efficient and effective and reduce the time involved in turning raw data into insights. These capabilities, paired with iWay's blockchain support, position companies for success as"
1,"MapR Introduces up to 10X Faster, Secure BI/Analytics Experience On Operational Data","SAN JOSE, Calif, Nov. 29, 2017 (GLOBE NEWSWIRE) -- MapR Technologies, Inc., a pioneer in delivering one platform for all data, across every cloud, today announced up to 10X analytic query performance improvements for historical and operational data using the MapR Converged Data Platform.  MapR natively integrated new Apache Drill 1.11 with MapR-DB, a database for global data-intensive applications, enabling DataOps teams to build applications that accelerate more accurate decision making from all data with a fast and secure self-service BI environment. Additional enhancements include enterprise grade security enhancements that democratize data access for a broad set of users without compromising data privacy; and SQL access for data scientists across on-prem, cloud and edge environments.

“We are pleased to see the continued evolution of Drill as a SQL analytical engine for all data. With the latest version of Drill, we can now run fast queries on operational data in MapR-DB using secondary indexes,” said Bill Adam, senior vice president, database development and technology, Alliant. “At Alliant, we deal with hundreds of customers who send us terabytes of data that requires aggregation of data daily so that agencies can make real-time business decisions. Needless to say, our business needs have to be matched with the technology that powers it. The focus on security and reliability shows MapR’s continued commitment for making analytics at scale work for customers like us.”

“The potential value that can be derived from data is driving organizations to identify new methods for improving analytics. DataOps is an emerging approach that expedites the path to successful deployment of data applications. By natively integrating MapR-DB with Drill, we can eliminate silos within organizations and enable self-service SQL BI analytics on operational and historical data for a faster, secure, and reliable enterprise experience,” said Neeraja Rentachintala, senior director, database and SQL, MapR.

New features of Apache Drill 1.11 on the MapR Converged Data Platform include:

Operational Analytics with MapR-DB IntegrationUp to 10X performance improvements for broad set of BI/Adhoc queries by leveraging native secondary index technology on MapR-DBEnd to End flexible SQL query capabilities on JSON data

 Enterprise-grade Security Versatile authentication mechanisms - PAM, Kerberos & MapR SecurityAdvanced encryption to protect sensitive data as they are accessed, processed and delivered to end users – SSL & AES 256 GCM support

 SQL Analytics Access for Data ScientistsDirect integration into MapR Data Science Refinery enables self-service data exploration and discovery, making data scientists more productive.

Apache Drill is an open source distributed SQL query engine integrated into the MapR converged data platform, which offers fast and secure self-service BI SQL analytics at scale. Drill’s distributed shared-nothing architecture enables incremental scale-out with low-cost hardware to meet increasing demands of query response and user concurrency. ANSI SQL compliance, SQL user interface tools, and MapR supported integrations with popular BI tools such as Tableau, MicroStrategy and Qlik allow the backend to be changed without disrupting current BI analyst workflows. With the ability to discover schemas on-the-fly, Drill is a pioneer in in-place analytics on historical data stored in popular file formats such as Parquet, JSON, CSV and TSV in MapR-XD alongside operational data stored in MapR-DB.

Availability

Fast and secure BI experience powered by Apache Drill 1.11 on the MapR Converged Data Platform is available now."
1,"Accenture Boosts Its Amazon Web Services Capabilities, Helping Clients Leverage the Cloud to Strengthen Business Intelligence and Spur Innovation","Accenture  is expanding its Amazon Web Services (AWS) capabilities to help enterprises better leverage the cloud to increase operational efficiency, strengthen their business intelligence, and develop innovative new products and services more quickly.

The expanded capabilities include three new groups of offerings: applied intelligence on AWS, data centricity and analytics on AWS, and cloud native development, all created in collaboration with AWS through the Accenture AWS Business Group (AABG). Accenture is also establishing innovation ‘pods’ – dedicated space within Accenture Liquid Studios and innovation center locations around the world where cloud specialists from Accenture and AWS plan to work together to build intelligent solutions on AWS; one such example is an AI-powered elder-care solution that Accenture has piloted recently.

In addition, Accenture has launched a dedicated AWS practice that is expected to provide full-stack delivery and software engineering on AWS. Focused on AWS services, this new practice includes more than 1,400 AWS-certified consultants dedicated to help deliver full-stack on AWS.

Together, these new capabilities strengthen the AABG, which Accenture formed in October 2015 in collaboration with AWS to help enterprises migrate, develop and manage their applications on AWS.

“One of our goals with the Accenture AWS Business Group is to bring the breadth of AWS services together and demonstrate what’s possible on the cloud,” said Chris Wegmann, managing director and global leader of Accenture’s AWS practice. “Our clients demand digital transformation supported by the cloud, and developing end-to-end solutions on AWS helps them to bring innovation and agility to the core of their digital transformation journeys.”

According to the results of a recent IDG study sponsored by Accenture and AWS and based on a survey of 600 cloud-using companies, organizations with more than half of their infrastructure and apps in the cloud report more quantifiable benefits than those with less than 30 percent on the cloud. Those with the highest level of cloud provision are also experiencing much deeper transformative value, including improved customer satisfaction.

In addition to operating on the cloud, Accenture clients are using AWS services, such as AWS Lambda and Amazon Connect, to achieve breakthrough results beyond infrastructure improvement benefits.

“As we leverage cloud architecture, we’re seeing the benefits come through already, including cost efficiency, resilience, and improved time to market,” said Sandra Stonham, managing director of technology and operations at DBS, an AABG client. “We are quite confident we will see increased value as we continue on our journey toward fully cloud-enabled technology.”

“We are thrilled to see Accenture’s focus on AI, data centricity and analytics, and native cloud development, along with the additional resources of the AWS practice,” said Mike Clayville, vice president of worldwide commercial sales and business development, Amazon Web Services, Inc. “These new capabilities further support our customers in transforming organizational processes and skills, adopting a cloud-first strategy to innovate new products and services, operating more securely at global scale, and quickly achieving business results.”

To help customers manage their growing AWS cloud estate, Accenture has introduced a new version of the Accenture Cloud Platform (ACP). ACP 4.0 now helps customers to manage legacy and cloud resources through an integrated control plane delivered as a service. The serverless platform, built on AWS Lambda and other AWS services, helps enterprises apply advanced analytics, automated policies, improved security features and cloud billing at scale.

The AABG helps clients capitalize on a cloud-first agenda by developing agile, enterprise cloud solutions to drive innovation and transform business processes, tooling, and talent to address the new opportunities inherent in the intelligent enterprise on AWS. The AABG has trained 3,200 Accenture technologists and earned more than 1,400 AWS certifications, helping enterprise clients – such as Avalon Healthcare Solutions, Capital One, Hess Corporation, and Mediaset – accelerate innovation for ongoing business transformation."
1,BPM Of Things: Secure Your Success In Digital Transformation,"By Keith Chambers, Director of Operations and Execution Software Business process management (BPM) has proven extremely successful in managing both gradual and radical improvements in the industry and various business functions. While digitization brings ...

https:/www.wateronline.com"
1,How BPM Can Help Enterprises Embrace Digital Transformation,"This age old adage is credited to Heraclitus, a philosopher who lived in ancient Greece. The world we live in today couldn’t be a truer reflection of this. It is not only fiercely competitive but changing at break neck speeds in terms of business trends, ...

dqindia.com"
1,ESG Labs Confirms MapR Outperforms Cassandra and HBase by 10x in the Cloud,"MapR Technologies, Inc., provider of the Converged Data Platform that fully integrates analytics with operational processes in real time, announced that Enterprise Strategy Group (ESG) published an ESG Technical Review that evaluated the performance and scalability of running MapR-DB in the cloud, and compared results with two open-source NoSQL database offerings. ESG audited and analyzed tests to validate the performance capabilities of MapR-DB, Apache Cassandra and Apache HBase in the same testing environment. The goal of testing was to first create a common hardware configuration, and then configure each of the databases with identical consistency levels to ensure a fair comparison…"
1,Pramata Announces New Suite of Analytics Apps with Human-assisted AI and Visualization Capabilities,"Pramata, a leading commercial relationship operations company, announced its Summer ‘17 Release which features a new suite of applications that leverage machine learning and built-in analytics to gain valuable new insights from customer, partner and supplier data. By combining a software platform and human-assisted Artificial Intelligence (AI), Pramata customers can now quickly operationalize commercial relationship data and deliver it to sales, legal, and finance teams to maximize revenue, compliance, and operational efficiencies. In addition, new visualization capabilities and dashboards bring the data to life in a way that highlights new revenue moments, and is easily shared and pushed across teams and business functions…"
1,Naveego Unveils Cloud-Based Data Quality and Master Data Management Solutions to Proactively Detect and Eliminate Data Quality Issues Across Enterprise Systems,"Naveego, an emerging leader of cloud-based Data Quality (DQS) and Master Data Management (MDM) solutions, announced today a new release of Naveego DQS. The company continues to innovate and design a new era of DQS and MDM products to proactively manage, detect and eliminate data quality issues across enterprise systems. The offerings seamlessly connect to cloud and on-premises data sources to deliver insight and critical information that customers can use to improve business efficiencies, creating a competitive advantage.…"
1,GWI’s New Market Intelligence Tool WaterData Enhances Water Sector Strategy and Planning,"Global Water Intelligence (GWI) has announced the launch of a new platform designed to empower water businesses in strategy building, market assessment and competitor analysis processes. WaterData provides a comprehensive map of the municipal and industrial water and wastewater markets, both providing a top-level view of market trends and slicing the sector by region, technology domain, digital solutions and the industrial sectors. Supported by granular market size data, forecasts, databases and third party sources, GWI intends the platform to be a single-source for all data critical to business planning in the water industry…"
1,Unifi Adds RegAlert! to Its Data as a Service Platform to Ensure Enterprises Meet EU Requirements for Personal Protection of Data under GDPR,"Unifi Software, the self-service catalog and prep tool combined in a cloud-optimized Data as a Service platform, governed by IT and operated by business users, announced RegAlert! for real-time monitoring of all data assets to ensure companies conform to the European Union (EU) requirements for the personal protection of data under General Data Protection Regulation (GDPR)…"
1,How Qlik’s visual analytics platform helps with big data: Nilesh Kulkarni,"Nilesh Kulkarni, pre sales head of Qlik, at CIO100 2017 spoke about how its new visual analytics platform can help business organizations with big data analytics. This cool button delivers CIO stories to you on Facebook: With Qlik’s new visual ...

www.cio.in"
1,"CGI makes all cash offer for Affecto Plc, a leading data analytics and business intelligence services firm in northern Europe","News Reporter-Staff News Editor at Information Technology Newsweekly-- CGI (NYSE: GIB) (TSX: GIB.A) announced an all-cash tender offer of €4.55 per share to acquire through its wholly owned subsidiary CGI Nordic Investments Limited, all outstanding shares of Affecto Plc, a leading provider of business intelligence and enterprise information management solutions and services. Affecto's Board of Directors is unanimously recommending that its shareholders accept CGI's offer, which represents a total price of €98 million, or approximately C$146 million, a 29.3% premium to its closing price on August 21, 2017. The company currently trades under the symbol AFE1V on the Nasdaq Helsinki exchange. The tender offer is subject to a number of conditions, including approval by the relevant regulatory authorities, such as competition authorities, and CGI gaining control of more than 90% of the outstanding shares of Affecto. The transaction is expected to close in Q1 F2018.

Adding to CGI's recognized digital expertise in analytics and data science, Helsinki-based Affecto would bring more than 1000 highly-skilled professionals from across 18 offices in Finland, Sweden, Norway, Denmark as well as Poland, Latvia and Lithuania. With robust strategic consulting, system integration, cloud, data analytics and digital transformation capabilities, Affecto will further complement CGI's global expertise across several in-demand digital transformation areas. Over the last twelve months, Affecto has generated revenue of €119.8 million.

""The offer to merge with Affecto aligns with CGI's plan to profitably double the company in five to seven years through a combination of acquisitions and organic growth,"" said George D. Schindler, CGI President and Chief Executive Officer. ""In turn, for the benefit of our respective clients, CGI brings Affecto depth and end-to-end capabilities, including access to a network of global and onshore delivery centers, robust intellectual property portfolio, managed services and high-end IT consulting. We will continue to implement an established build-and-buy strategy that adds to our strength in the Nordics and around the globe.""

""We look forward to welcoming Affecto professionals into the CGI family as member-owners, sharing and collaborating as highly skilled innovators that are focused on delivering value to clients,"" said Heikki Nikku, CGI President of Nordics operations. ""By merging with the global reach and resources of CGI, the powerful combination creates unique career opportunities for CGI professionals in the Nordics as we pursue profitable future growth together."""
